"air","exposure","smoking","level"
"high","no","non",1
"high","no","non",1
"high","no","non",1
"high","no","non",1
"high","no","non",1
"high","no","non",1
"high","no","non",1
"high","no","non",1
"high","no","non",1
"high","no","non",1
"high","no","non",1
"high","no","non",2
"high","no","non",2
"high","no","non",2
"high","no","non",2
"high","no","non",2
"high","no","non",2
"high","no","non",2
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",1
"high","no","ex",2
"high","no","ex",2
"high","no","ex",2
"high","no","ex",2
"high","no","ex",2
"high","no","ex",2
"high","no","ex",2
"high","no","ex",2
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",1
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","no","cur",2
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",1
"high","yes","non",2
"high","yes","non",2
"high","yes","non",2
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",1
"high","yes","ex",2
"high","yes","ex",2
"high","yes","ex",2
"high","yes","ex",2
"high","yes","ex",2
"high","yes","ex",2
"high","yes","ex",2
"high","yes","ex",2
"high","yes","ex",2
"high","yes","ex",2
"high","yes","ex",2
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",1
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"high","yes","cur",2
"low","no","non",3
"low","no","non",3
"low","no","non",3
"low","no","non",3
"low","no","non",3
"low","no","ex",3
"low","no","ex",3
"low","no","ex",3
"low","no","ex",3
"low","no","ex",3
"low","no","ex",4
"low","no","ex",4
"low","no","ex",4
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",3
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","no","cur",4
"low","yes","non",3
"low","yes","non",3
"low","yes","non",3
"low","yes","non",3
"low","yes","non",3
"low","yes","non",4
"low","yes","ex",3
"low","yes","ex",3
"low","yes","ex",3
"low","yes","ex",3
"low","yes","ex",4
"low","yes","ex",4
"low","yes","ex",4
"low","yes","ex",4
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",3
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"low","yes","cur",4
"high","no","non",3
"high","no","non",3
"high","no","non",3
"high","no","non",3
"high","no","non",3
"high","no","non",4
"high","no","ex",3
"high","no","ex",3
"high","no","ex",3
"high","no","ex",3
"high","no","ex",4
"high","no","ex",4
"high","no","ex",4
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",3
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","no","cur",4
"high","yes","non",3
"high","yes","non",3
"high","yes","non",3
"high","yes","non",3
"high","yes","non",3
"high","yes","non",3
"high","yes","non",4
"high","yes","ex",3
"high","yes","ex",3
"high","yes","ex",3
"high","yes","ex",3
"high","yes","ex",4
"high","yes","ex",4
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",3
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
"high","yes","cur",4
